smiles,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
O=C(c1cccc(O)c1)c1ccc2n1CCC2C(=O)O,,,2.18,-1.13937,1.64641
O=C(c1cccc([N+](=O)[O-])c1)c1ccc2n1CCC2C(=O)O,,,2.47,0.0363871,2.20689
O=C(c1ccccc1)C(F)(F)F,,2.15,,2.3379,2.3379
O=C(c1ccccc1)C(O)(CN1CCCCC1)c1ccccc1,3.41,,,2.59188,2.99037
O=C(c1ccccc1)C(O)c1ccccc1,2.13,2.13,,2.23519,2.23519
O=C(c1ccccc1)N(C(=O)c1ccccc1)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C(=O)c4ccccc4)C(=O)c4ccccc4)C3)cc2)C1,,,8.03,5.53327,5.61504
O=C(c1ccccc1)N(N/C(S)=N/c1ccccc1)c1ccccc1,,3.73,,3.30037,3.36006
O=C(c1ccccc1)N1CCCCC1,,2.2,,2.02454,2.02454
O=C(c1ccccc1)N1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,,,5.6,3.67103,3.67103
O=C(c1ccccc1)c1cc(O)c2c(c1)Cc1cccc(O)c1C2=O,,,4.83,4.64443,4.75506
O=C(c1ccccc1)c1ccc(N=C=S)cc1,,4.88,,4.33613,4.33613
O=C(c1ccccc1)c1ccc(NCc2ccccc2)c2c1NC1(CCCC1)CO2,,,5.11,5.86854,5.8686
O=C(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,,4.28,,1.96151,4.07606
O=C(c1ccccc1)c1ccc(O)cc1,,3.07,,3.11112,3.16364
O=C(c1ccccc1)c1ccc(OC2CC(O)=N2)cc1,,2.14,,2.04461,2.05751
O=C(c1ccccc1)c1ccc2[nH]cnc2c1,,,2.43,2.60139,2.60152
O=C(c1ccccc1)c1ccc2c(c1O)C(=O)c1c(O)cccc1C2,,,4.47,4.82213,4.83107
O=C(c1ccccc1)c1ccc2n1CC(C(=O)O)C2,,,2.57,-0.530827,2.26111
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-0.93,,2.72,-0.664088,2.31599
O=C(c1ccccc1)c1ccc2n1CCCCC2C(=O)O,,,3.17,-0.30644,2.81824
O=C(c1ccccc1)c1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,,,2.65,3.79729,5.00998
O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,,2.86,,2.48734,3.44455
O=C(c1ccccc1)c1cccc2c1C(=O)c1c(O)cccc1C2,,,3.99,4.99021,4.99037
O=C(c1ccccc1)c1ccccc1,,3.18,,3.15125,3.15125
O=C(c1ccccc1)c1ccccc1O,,3.52,,3.55301,3.55338
O=C(c1ccccc1)c1ccccc1OC1CC(O)=N1,,1.83,,1.83794,1.88096
O=C(c1ccccc1)c1ccccn1,,1.88,,2.15017,2.15018
O=C(c1ccccc1)c1cccnc1,,1.88,,2.07819,2.07823
O=C(c1ccccc1)c1ccncc1,,1.98,,2.0572,2.05731
O=C(c1ccccc1)c1ccnnc1,,1.09,-0.45,1.1904,1.19041
O=C(c1ccccc1)n1ncc2c(=O)[nH]cnc21,,1.2,,1.04585,1.08962
O=C(c1ccccc1Cl)N1CCCCC1,,2.8,,2.78522,2.78522
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O,,,2.71,0.232567,2.8634
O=C(c1ccccc1I)c1ccc2n1CCC2C(=O)O,,,2.98,0.0210242,3.02029
O=C(c1ccccc1O)c1ccc2n1CCC2C(=O)O,,,2.94,-0.744496,1.84477
O=C(c1ccccc1O)c1ccccc1O,,,2.66,3.1439,3.16644
O=C(c1ccccn1)n1cc(F)c(=O)[nH]c1=O,,-0.06,,-0.354155,0.780834
O=C(c1ccco1)C(O)c1ccco1,,0.54,,0.856612,0.856612
O=C(c1ccco1)N(CCCn1ccnc1)c1nc2c(Cl)cccc2s1,,,5.63,3.4375,3.49094
O=C(c1ccco1)c1c(O)nc2cc(Cl)ccc2c1O,,2.19,0.19,3.16354,3.48501
O=C(c1cccs1)c1c(O)nc2cc(Cl)ccc2c1O,,2.95,0.95,3.95996,4.01334
O=C(c1ccncc1)c1ccc(Cl)cc1,,2.61,,2.77356,2.77361
O=C(c1ccncc1)c1ccc(O)cc1,,1.37,,2.06261,2.16395
O=C(c1ccncc1)c1ccccc1O,,2.13,,2.55278,2.55404
O=C(c1csc2c1CCCC2)N1CCCCC1,3.2,,,3.39795,3.39795
O=C(c1scc2c1CCCC2)N1CCCCC1,3.16,,,3.37854,3.37854
O=C/C=C/c1ccc([N+](=O)[O-])o1,,,0.96,1.12235,1.12235
O=C1/C(=C\c2ccc(Cl)c(Cl)c2)CCCc2ccccc21,,,5.71,5.64597,5.64597
O=C1/C(=C\c2ccc(Cl)cc2Cl)CCCc2ccccc21,,,5.65,5.60805,5.60805
O=C1/C(=C\c2ccccc2Br)CCCc2ccccc21,,,5.04,4.95545,4.95545
O=C1/C(=C\c2ccccc2Cl)CCCc2ccccc21,,,5.04,4.89574,4.89574
O=C1/C(=C\c2ccccc2F)CCCc2ccccc21,,,4.55,4.49361,4.49361
O=C1/C(=C\c2ccccc2[N+](=O)[O-])CCCc2ccccc21,,,4.07,4.37093,4.37093
O=C1/C(=N/O)c2ccccc2N1Cc1ccccc1[N+](=O)[O-],2.07,,,2.15282,2.63279
O=C1/C(=N\CCO)C=C(O)c2ccccc21,,,1.23,0.219886,0.82367
O=C1C(=Nc2ccccc2)C(Cl)C(=O)c2ccccc21,,4.22,,2.46598,2.46598
O=C1C(=Nc2ccccc2)C(S(=O)(=O)c2ccccc2)C(=O)c2ccccc21,,3.38,,1.25364,2.44741
O=C1C(=O)C(CC=C(Cl)Cl)C(=O)c2ccccc21,,3.1,,1.66612,2.9776
O=C1C(=O)C(c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,,1.54,,1.14572,1.89584
O=C1C(=O)C2=C(CCCC2)C(O)=C1CCCC1CCCCC1,,,5.93,1.88339,4.82015
O=C1C(=O)N(Cc2ccc(Cl)cc2)c2ccccc21,3.1,,,2.88756,2.88756
O=C1C(=O)N(Cc2ccccc2)C(=O)N=C1O,,1.02,,-0.366477,0.754744
O=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,,1.14,,1.89243,1.89243
O=C1C(=O)c2c(ccc3ccccc23)C(O)=C1CCCC1CCCCC1,,,6.63,2.57726,5.62582
O=C1C(=O)c2cc(-c3ccccc3F)ccc2-c2ccccc21,2.92,,,4.48638,4.48638
O=C1C(=O)c2cc(-c3ccsc3)ccc2-c2ccccc21,3.1,,,4.14171,4.14171
O=C1C(=O)c2cc(Cl)ccc2C(O)=C1CCCCC1CCCCC1,,,6.69,3.2061,5.76634
O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccccc21,2.42,,,2.81651,2.81651
O=C1C(=O)c2ccc(O)cc2C(O)=C1CCCC1CCCCC1,,,4.64,1.92588,4.56283
O=C1C(=O)c2ccc([N+](=O)[O-])cc2-c2ccccc21,2.56,,,2.7905,2.7905
O=C1C(=O)c2cccc([N+](=O)[O-])c2-c2ccccc21,2.6,,,2.59188,2.59188
O=C1C(=O)c2cccc3cccc1c23,,1.95,,2.04881,2.04881
O=C1C(=O)c2ccccc2-c2ccccc21,2.6,2.52,,2.92583,2.92583
O=C1C(=O)c2ccccc2C(O)=C1C1CCCC1,,,2.69,0.272646,2.97513
O=C1C(=O)c2ccccc2C(O)=C1CCCC1CCCCC1,,,5.31,1.9143,4.8054
O=C1C(=O)c2cccnc2-c2ccccc21,1.88,,,2.0603,2.0603
O=C1C(=O)c2cccnc2C(Nc2ccccc2)=C1Cl,,,1.3,3.16807,3.2044
O=C1C(=O)c2ncccc2C(O)=C1CCCCCCCCC1CCCCC1,,,6.5,3.18404,6.30447
O=C1C(Br)=C(N2CC2)C(=O)C(Br)=C1N1CC1,,2.03,2.03,1.25587,1.25587
O=C1C(C2Nc3ccccc3C2=O)=Nc2ccccc21,,3.72,,1.69962,1.69962
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,-0.51,2.3,,0.200856,2.13312
O=C1C(Cc2ccccc2)N=C(O)N1Cc1ccccc1,,2.84,,2.15044,2.15197
O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,,2.3,,2.732,2.732
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,,,3.16,2.63915,2.63915
O=C1C(Cl)=C(Nc2ccccc2)C(=O)c2ccccc21,,,4.04,3.89113,3.91814
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,,3.36,,3.61696,3.61696
O=C1C(F)=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,,0.14,0.14,0.48694,0.48694
O=C1C(N2CCN(CCO)CC2)=C(N2CC2)C(=O)C(N2CCN(CCO)CC2)=C1N1CC1,,-0.77,,-1.36925,-0.734534
O=C1C(N2CCOCC2)=C(N2CC2)C(=O)C(N2CCOCC2)=C1N1CC1,,0.52,,0.147669,0.14774
O=C1C(NCC(O)CO)=C(N2CC2)C(=O)C(NCC(O)CO)=C1N1CC1,,-1.97,,-1.65188,-1.65066
O=C1C(NCCO)=C(N2CC2)C(=O)C(NCCO)=C1N1CC1,,-1.47,,-1.0159,-1.01494
O=C1C(O)=C(CCCCCCCCC2CCCCC2)C(=O)c2ccccc21,,,7.81,4.38475,6.8228
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CCCO,,,1.87,1.74477,1.74478
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,,1.53,1.35,1.42621,1.42622
O=C1C(O)N=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CCO,,0.72,0.72,0.848068,0.848073
O=C1C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc2N1CCO,,,1.94,1.86281,1.86281
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,,,1.36,1.53866,1.53866
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,,5.41,,5.63077,5.63077
O=C1C2=C(CCC=C2O)C(C(=O)C(c2ccccc2)c2ccccc2)c2cccc(O)c21,,,4.6,4.97637,5.01469
O=C1C2=C(CCC=C2O)C(C(=O)CC2CCCCC2)c2cccc(O)c21,,,4.97,4.38857,4.40904
O=C1C2=C(CCC=C2O)C(C(=O)Cc2ccc3ccccc3c2)c2cccc(O)c21,,,4.71,4.7891,4.81751
O=C1C2=C(CCC=C2O)C(C(=O)Cc2cccc3ccccc23)c2cccc(O)c21,,,4.61,4.6473,4.67593
O=C1C2=C(CCCC2)C(=O)N1c1ccc(Cl)cc1,,3.32,,3.02391,3.02391
O=C1C2=Nc3ccccc3CN2c2ccccc21,2.71,,,3.00336,3.00337
O=C1C2C3C=CC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,1.36,1.36,1.32575,1.50211
O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,1.79,1.79,1.83043,2.00364
O=C1C2C3C=CC(C4C=CC43)C2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,1.92,1.55375,1.71366
O=C1C2C3C=CC(C4CC34)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,1.73,1.66877,1.84892
O=C1C2C3C=CC(C4CCC34)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,2.02,2.14422,2.31821
O=C1C2C3C=CC(CCC3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,1.94,2.05573,2.23668
O=C1C2C3CCC(C3)C2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,1.72,1.24243,1.40694
O=C1C2C3CCC(C4CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,1.83,1.88251,2.06482
O=C1C2C3CCC(C4CCC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,2.09,2.35432,2.53059
O=C1C2C3CCC(O3)C2S(=O)(=O)N1CCCCN1CCN(c2cncc(Cl)n2)CC1,,,1.64,1.58754,1.74414
O=C1C2C3CCC(O3)C2S(=O)(=O)N1CCCCN1CCN(c2cnccn2)CC1,,,1.14,0.58937,0.779523
O=C1C2CC3C(C2)C13,,0.81,,0.841588,0.841588
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,,3.8,,3.11881,3.11881
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,,2.8,,2.51603,2.51603
O=C1C2CCC(N2)C(=O)N1Cc1ccccc1,2.21,,,0.831224,0.836611
O=C1C=C(Br)C(=O)c2ccccc21,,2.44,2.44,2.21675,2.21675
O=C1C=C(CBr)OC(Br)C1=O,,1.27,,0.718357,0.718357
O=C1C=C(CBr)OCC1=O,,0.61,,0.239139,0.239139
O=C1C=C(CCl)OC(Br)C1=O,,1.08,,0.602079,0.602079
O=C1C=C(CCl)OC(Cl)C1=O,,0.95,,0.52862,0.52862
O=C1C=C(CCl)OCC1=O,,0.64,,0.0213083,0.0213083
O=C1C=C(CI)OCC1=O,,0.67,,0.590226,0.590226
O=C1C=C(CO)OCC1=O,,-0.64,,-0.880301,-0.880301
O=C1C=C(CSC2CCCCC2)OCC1=O,,1.75,,2.06019,2.06019
O=C1C=C(CSCCO)OCC1=O,,-0.69,,-3.53602e-05,-3.53602e-05
O=C1C=C(CSc2ccccn2)OCC1=O,,1.14,,0.905398,0.905403
O=C1C=C(CSc2nc3ccccc3[nH]2)OCC1=O,,1.51,,1.23983,1.24029
O=C1C=C(CSc2nc3ccccc3s2)OCC1=O,,2.08,,1.93618,1.93618
O=C1C=C(Cl)C(=O)c2ccccc21,,2.29,2.15,2.24828,2.24828
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,,-0.13,0.13,0.253246,0.253248
O=C1C=C(N2CC2)C(=O)C=C1N1CC1,,0.18,0.18,0.213899,0.213899
O=C1C=C(N2CC2)C(=O)c2ccccc21,,1.71,1.71,1.82736,1.82736
O=C1C=C(N2CC=CC2)C(=O)c2ccccc21,,2.85,2.85,2.28852,2.28852
O=C1C=C(N2CCCC2)C(=O)C=C1N1CCCC1,,1.97,1.97,1.55228,1.55229
O=C1C=C(N2CCCC2)C(=O)N1c1ccc(Cl)cc1,,3,,2.78345,2.78346
O=C1C=C(N2CCCC2)C(=O)N1c1ccc(F)cc1,,2.3,,2.34437,2.34437
O=C1C=C(N2CCCC2)C(=O)c2ccccc21,,2.89,2.89,2.46131,2.46131
O=C1C=C(N2CCCC2)CN1c1ccc(Cl)cc1,,2.6,,2.84743,2.84749
O=C1C=C(N2CCCCC2)C(=O)N1c1ccc(Cl)cc1,,3.4,,3.23484,3.23484
O=C1C=C(N2CCCCC2)C(=O)N1c1ccc(F)cc1,,2.6,,2.75679,2.75679
O=C1C=C(N2CCCCC2)CN1c1ccc(Cl)cc1,,3,,3.33991,3.34006
O=C1C=C(N2CCCCCC2)CN1c1ccc(Cl)cc1,,3.4,,3.72448,3.72487
O=C1C=C(N2CCOCC2)C(=O)N1c1ccc(Cl)cc1,,2.3,,2.05494,2.05494
O=C1C=C(N2CCOCC2)C(=O)N1c1ccc(F)cc1,,1.5,,1.68906,1.68906
O=C1C=C(N2CCOCC2)CN1c1ccc(Cl)cc1,,1.9,,1.96063,1.96064
O=C1C=C(N2CCOCC2)CN1c1ccc(F)c(Cl)c1,,2.2,,2.37202,2.37202
O=C1C=C(NCCCCC2CCCCC2)c2ccccc2C1=O,,,6.11,5.38638,5.38687
O=C1C=C(Nc2ccc(Cl)cc2)/C(=N\c2ccc(Cl)cc2)c2cccnc21,,,5.6,4.4209,4.42389
O=C1C=C(O)C(=O)c2ccccc21,,,1.07,-0.464552,1.4266
O=C1C=C(c2ccc(Cl)cc2)C(=O)N1c1ccc(Cl)cc1,,3,,4.0271,4.0271
O=C1C=C2C=CC=CC2N=N1,,0.68,,1.80876,1.80876
O=C1C=CC(=NBr)C=C1,,1.12,,1.20567,1.20567
O=C1C=CC(=NCl)C=C1,,1.26,,1.2719,1.2719
O=C1C=CC(=NO)C=C1,,1.08,,-0.516049,0.666544
O=C1C=CC(=NO)c2ccccc21,,2.27,,1.39552,1.64168
O=C1C=CC(=O)C(Cl)=C1,,0.84,,0.855138,0.855138
O=C1C=CC(=O)C(c2ccccc2)=C1,,1.95,,2.14972,2.14972
O=C1C=CC(=O)C=C1,,0.2,0.2,0.279806,0.279806
O=C1C=CC(=O)N1,,-0.29,,-0.484625,-0.402941
O=C1C=CC(=O)N1c1ccccc1,,1.09,,1.02793,1.02793
O=C1C=CC(=O)c2c(O)ccc(O)c21,1.91,1.79,3.7,1.27535,1.65548
O=C1C=CC(=O)c2c(O)cccc21,,1.92,2.74,1.94243,1.98655
O=C1C=CC(=O)c2ccccc21,,1.71,1.71,1.69331,1.69331
O=C1C=CC=CC(=O)C1,,0.81,,-0.734731,0.394123
O=C1C=CC=CCC1=O,,0.53,,0.512122,0.512122
O=C1C=CCC=N1,,-0.58,,0.187091,0.187091
O=C1C=CCCC1,,0.61,,0.750201,0.750201
O=C1C=CCO1,,-0.6,,0.0305068,0.0305068
O=C1C=COCC1=O,,-0.92,,-0.561128,-0.561128
O=C1C=NCC=N1,,-1.49,,0.0941223,0.0941223
O=C1CC(=NCCO)C(=O)c2ccccc21,,1.23,,0.807256,0.807256
O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21,,2.84,,2.16608,2.16608
O=C1CC(=O)C(c2ccccc2)O1,,1.47,,0.293173,1.21995
O=C1CC(=O)N(Cc2ccccc2)C1,,0.76,,-0.164297,0.614179
O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,,1.45,,0.0911542,1.83292
O=C1CC(=O)N(c2ccccc2)O1,,0.54,,-0.471343,0.383272
O=C1CC(=O)NC(=O)N1,,-1.47,,-1.74362,-1.38131
O=C1CC(=O)c2ccccc21,,0.61,,-0.0827768,1.30201
O=C1CC(=O)c2ccccc2C1=O,,1.38,,0.40155,1.14579
O=C1CC(C(=O)O)Oc2ccc(Cl)cc21,,1.77,,-0.802052,1.64395
O=C1CC(C(=O)O)Oc2ccccc21,,1.26,,-1.67365,1.03474
O=C1CC(O)=NC1c1ccccc1,,0.48,,0.756348,0.766954
O=C1CC(Sc2ccccc2)N1,,1.58,,1.15585,1.15585
O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,,3.46,,2.59451,3.77753
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,,2.02,,1.44513,1.8071
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)ccc21,,1.94,,1.83604,1.91938
O=C1CC(c2ccc(O)c(O)c2)Oc2cccc(O)c21,,2.81,,2.0013,2.08191
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,2.6,2.52,,2.10408,2.42001
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,2.4,,,2.27091,2.32854
O=C1CC(c2cccc(O)c2)Oc2cc(O)cc(O)c21,,2.61,,2.00023,2.31868
O=C1CC(c2ccccc2)=NN1c1ccc(Cl)cc1,,2.6,,3.57609,3.57609
O=C1CC(c2ccccc2)Oc2ccccc21,,3.14,,3.11126,3.11126
O=C1CC(c2ccccc2)c2ccccc2N1,,2.79,,2.5067,2.50672
O=C1CC2(CCCC2)C(=O)N1O,,-0.26,,-0.0844615,0.224909
O=C1CC2(CCCC2)C(=O)N1OCc1ccccc1,,2.3,,2.02674,2.02674
O=C1CC2(CCCC2)C(=O)N1Oc1ccccc1,,1.77,,1.95393,1.95393
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.19,2.63,,1.77045,1.96789
O=C1CC2C(=O)NCC2CN1,,,-2,-1.60397,-1.60397
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,,1.93,,0.971308,1.42562
O=C1CC2OCCC3CN4CCC56c7ccccc7N1C5C2C3CC46,,1.62,,0.629379,1.58501
O=C1CC=C2C3CC4N(CCC45c4ccccc4N1C25)CC3=CCO,,1.37,,1.12819,1.43441
O=C1CC=NC(=O)N1,,-1.07,,-0.773184,-0.738886
O=C1CC=NC(=S)N1,,-0.28,,0.173778,0.201152
O=C1CC=NC=N1,,-1.38,,-0.103706,-0.103705
O=C1CC=Nc2cc(C(F)(F)F)ccc21,,2.05,,1.78132,1.78132
O=C1CC=Nc2ccccc21,,0.58,,0.966709,0.966731
O=C1CCC(/C=C/c2ccc(-n3ccnc3)cc2)=NN1,,,1.21,1.40939,1.41123
O=C1CCC(/C=C/c2ccc(-n3cnc4c3CCCC4)cc2)=NN1,,,2.47,2.22086,2.24046
O=C1CCC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,3.88,,,3.17174,3.17312
O=C1CCC(=O)N1c1c(Cl)cccc1Cl,,0.57,,1.3122,1.3122
O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,1,,,2.0504,2.05047
O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,,1.4,,1.52672,1.52672
O=C1CCC(=O)N1c1ccc(Br)cc1,,1.18,,1.03858,1.03858
O=C1CCC(=O)N1c1ccc(C(F)(F)F)cc1,,1.45,,1.55935,1.55935
O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,,1.35,,1.53251,1.53251
O=C1CCC(=O)N1c1ccc(Cl)cc1,,0.96,,0.991543,0.991543
O=C1CCC(=O)N1c1ccc(F)cc1,,0.29,,0.536383,0.536383
O=C1CCC(=O)N1c1ccc([N+](=O)[O-])cc1,,0.46,,0.607131,0.607131
O=C1CCC(=O)N1c1cccc(Br)c1,,1.09,,0.997576,0.997576
O=C1CCC(=O)N1c1cccc(C(F)(F)F)c1,,1.26,,1.50438,1.50438
O=C1CCC(=O)N1c1cccc(Cl)c1,,0.98,,0.911623,0.911623
O=C1CCC(=O)N1c1cccc(Cl)c1Cl,,0.9,,1.40452,1.40452
O=C1CCC(=O)N1c1cccc(F)c1,,0.38,,0.498339,0.498339
O=C1CCC(=O)N1c1cccc(I)c1,,1.39,,1.25491,1.25491
O=C1CCC(=O)N1c1cccc([N+](=O)[O-])c1,,0.38,,0.507132,0.507132
O=C1CCC(=O)N1c1ccccc1,,0.06,,0.393583,0.393583
O=C1CCC(=O)N1c1ccccc1Br,,0.65,,0.76121,0.76121
O=C1CCC(=O)N1c1ccccc1C(F)(F)F,,0.76,,1.46983,1.46983
O=C1CCC(=O)N1c1ccccc1Cl,,0.56,,0.77106,0.77106
O=C1CCC(=O)N1c1ccccc1F,,0.22,,0.378987,0.378987
O=C1CCC(=O)N1c1ccccc1I,,0.8,,1.04185,1.04185
O=C1CCC(=O)N1c1ccccc1[N+](=O)[O-],,0.36,,0.372735,0.372735
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,0.33,,0.0236719,0.039587
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,,,0.96,1.02998,1.03214
O=C1CCC(c2ccc(-n3ccnc3)cc2)N=N1,,0.96,,1.68972,1.69207
O=C1CCC(c2ccc[n+]([O-])c2)N1,,-1.01,,-1.25618,-1.25617
O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,,3.55,3.55,2.39025,3.11744
O=C1CCC(c2ccccc2)CC1,,2.3,,2.50547,2.50547
O=C1CCC(c2cccnc2)N1,,-0.3,,-0.137883,-0.137462
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,1.92,,1.2399,1.60089
O=C1CCC2=C(CCN(CCc3ccccc3)C2)N1c1ccccc1,,,2.68,3.32046,3.80855
O=C1CCC2CCC(=O)N12,,-1.11,-1.11,-0.38154,-0.38154
O=C1CCC2CCCCC2C1,,1.97,,2.33463,2.33463
O=C1CCC2CN(CCc3ccccc3)CCC2N1c1ccccc1,,,2.5,2.71986,3.65694
O=C1CCCC1,,0.38,,0.579296,0.579296
O=C1CCCCC1,,0.81,,0.949609,0.949609
O=C1CCCCC1C1=CCCCC1,,3.17,,3.33628,3.33628
O=C1CCCCCC/C=C2/CC(CO)(CO1)OC2=O,,,-0.08,0.82988,0.82988
O=C1CCCCCCCCCC/C=C2/CC(CO)(CO1)CC2=O,,,1.88,2.66198,2.66198
O=C1CCCCCCCCCC/C=C2/CC(CO)(CO1)OC2=O,,,1.88,2.55163,2.55163
O=C1CCCCCCCCCCC1,,4.1,,3.85063,3.85063
O=C1CCCCCCCCCCCCCC/C=C2/CC(CO)(CO1)OC2=O,,,3.85,4.47135,4.47135
O=C1CCCCCCCCCCCCCCCCCC/C=C2/CC(CO)(CO1)OC2=O,,,5.81,6.32462,6.32462
O=C1CCCCCCCCCCCN1,,2.92,,2.96334,2.96334
O=C1CCCCCCCN1,,0.67,,0.911144,0.911144
O=C1CCCCCCN1,,0.24,,0.487637,0.487637
O=C1CCCCCN1,-0.08,,,0.0897524,0.0897524
O=C1CCCCN1,,-0.46,-0.47,-0.332956,-0.332956
O=C1CCCCO1,,-0.35,,0.357606,0.357606
O=C1CCCN(c2ccccc2)N1,,,1.452,0.91494,0.915121
O=C1CCCN1,,-0.85,-0.71,-0.624241,-0.624241
O=C1CCCN1CCOc1ccc([N+](=O)[O-])cc1,,1.33,,1.39262,1.39262
O=C1CCCN1Cc1ccccc1,,1.25,,1.3675,1.3675
O=C1CCCO1,,-0.64,,-0.0570392,-0.0570392
O=C1CCCc2cccnc21,,,0.4,1.13041,1.13042
O=C1CCCc2ccncc21,,,0.9,0.994923,0.994989
O=C1CCCc2cnccc21,,,1.5,1.04944,1.04948
O=C1CCCc2nc(C#Cc3ccccc3)ccc21,3.53,,,3.36617,3.3662
O=C1CCCc2ncccc21,,,1.2,0.940793,0.940909
O=C1CCCc2nnc(-c3ccccc3)cc21,,2.05,0.6,2.11548,2.11548
O=C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)N(c2ccccc2)c2ccccc2)C1,,,4.86,2.79676,2.79699
O=C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C1,,,3.97,1.83987,1.83997
O=C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc3ccccc3n2)C1,,,3.44,1.78139,1.78159
O=C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)c2ccccc2)C1,,,3.17,1.19412,1.19421
O=C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)c2cccnc2)C1,,,2.31,0.443585,0.443793
O=C1CCN(c2ccccc2)N1,,0.89,0.893,0.592332,0.592736
O=C1CCOc2cc(COc3ccccc3)ccc21,3,,,3.3073,3.3073
O=C1CCOc2cc(OCc3cccc(F)c3)ccc21,3.4,,,3.44381,3.44381
O=C1CCOc2nc(/C=C/c3ccccc3)ccc21,3.2,,,2.9696,2.96961
O=C1CCOc2nc(C#CC3CCCC3)ccc21,3,,,2.77398,2.77398
O=C1CCOc2nc(C#CC3CCCCC3)ccc21,3.3,,,3.23654,3.23654
O=C1CCOc2nc(CCc3ccccc3)ccc21,2.5,,,2.91475,2.91475
O=C1CCOc2nc(COc3ccccc3)ccc21,2.3,,,2.32606,2.32606
O=C1CCOc2nc(OCc3ccccc3)ccc21,3.1,,,2.48888,2.48888
O=C1CC[C@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@@H]1O5,,,3.047,1.2399,1.60089
O=C1CCc2cccc3c2N1CC3,,1.57,,1.20432,1.20432
O=C1CCc2ccccc2N1,,1.34,,1.14392,1.14393
